Frequency,Response,
5.113388e+02,44800.6840418213978410-3746.7705344408750534j,
5.196557e+02,44790.4808757547289133-3806.8449180925381370j,
5.281080e+02,44779.9479928854852915-3867.8537600075360388j,
5.366977e+02,44769.0748894000425935-3929.8102518051164225j,
5.454271e+02,44757.8507070988416672-3992.7278221584856510j,
5.542986e+02,44746.2644530963152647-4056.6191584675689228j,
5.633143e+02,44734.3044077232480049-4121.4985351974610239j,
5.724766e+02,44721.9588897740468383-4187.3790777178364806j,
5.817880e+02,44709.2156679341569543-4254.2744694104767404j,
5.912508e+02,44696.0621393499895930-4322.1985748088336550j,
6.008676e+02,44682.4853382203727961-4391.1652479773038067j,
6.106408e+02,44668.4719881964847445-4461.1882967034471221j,
6.205729e+02,44654.0082929097115993-4532.2817846554680727j,
6.306666e+02,44639.0800898605957627-4604.4598337608622387j,
6.409244e+02,44623.6727906670421362-4677.7365927291684784j,
6.513491e+02,44607.7713853605091572-4752.1262297015055083j,
6.619433e+02,44591.3603771179914474-4827.6432181669515558j,
6.727099e+02,44574.4238618183881044-4904.3016927642165683j,
6.836516e+02,44556.9453848190605640-4982.1161440003779717j,
6.947713e+02,44538.9081406053155661-5061.1009147617733106j,
7.060718e+02,44520.2946143373847008-5141.2706744933384471j,
7.175561e+02,44501.0870793974027038-5222.6394499132875353j,
7.292272e+02,44481.2669935245066881-5305.2220845203846693j,
7.410882e+02,44460.8154311813414097-5389.0329686076147482j,
7.531420e+02,44439.7128905430436134-5474.0865055696340278j,
7.653919e+02,44417.9393367506563663-5560.3971383738098666j,
7.778411e+02,44395.4741178210824728-5647.9792653457261622j,
7.904928e+02,44372.2959888940677047-5736.8472893189173192j,
8.033502e+02,44348.3831452382728457-5827.0154470381094143j,
8.164168e+02,44323.7130734631791711-5918.4981191854458302j,
8.296959e+02,44298.2628337368369102-6011.3090929319150746j,
8.431909e+02,44272.0085887890309095-6105.4626293820329010j,
8.569055e+02,44244.9259776687249541-6200.9726766748353839j,
8.708431e+02,44216.9899698859080672-6297.8528584900777787j,
8.850075e+02,44188.1748322099447250-6396.1168020591139793j,
8.994022e+02,44158.4540905514732003-6495.7779933901038021j,
9.140311e+02,44127.8006128873676062-6596.8495976059930399j,
9.288979e+02,44096.1865067994222045-6699.3446472926298156j,
9.440065e+02,44063.5831636041402817-6803.2758618722436950j,
9.593608e+02,44029.9611378721892834-6908.6559086571214721j,
9.749649e+02,43995.2903222274035215-7015.4968764618970454j,
9.908228e+02,43959.5397799741476774-7123.8106572771212086j,
1.006939e+03,43922.6777444826439023-7233.6088642082177103j,
1.023317e+03,43884.6716521820053458-7344.9027891216101125j,
1.039961e+03,43845.4881792524829507-7457.7030967260943726j,
1.056876e+03,43805.0930489730089903-7572.0203079592902213j,
1.074066e+03,43763.4512607324868441-7687.8642605032073334j,
1.091536e+03,43720.5268648918718100-7805.2444582558237016j,
1.109290e+03,43676.2830914650112391-7924.1697891853982583j,
1.127333e+03,43630.6822362793609500-8044.6487154653295875j,
1.145669e+03,43583.6857853075489402-8166.6889127419563010j,
1.164303e+03,43535.2542601861059666-8290.2975726898293942j,
1.183241e+03,43485.3473174581304193-8415.4811507867416367j,
1.202486e+03,43433.9236548934131861-8542.2454633843153715j,
1.222045e+03,43380.9410963458940387-8670.5955070571508259j,
1.241921e+03,43326.3565485170111060-8800.5354097287636250j,
1.262121e+03,43270.1258583264425397-8932.0687539071077481j,
1.282650e+03,43212.2041629264131188-9065.1978552116779611j,
1.303512e+03,43152.5455005615949631-9199.9243370600743219j,
1.324714e+03,43091.1030274340882897-9336.2487675860757008j,
1.346261e+03,43027.8289906941354275-9474.1706555762793869j,
1.368158e+03,42962.6746698236092925-9613.6884676283225417j,
1.390411e+03,42895.5904572652652860-9754.7994878522586077j,
1.413026e+03,42826.5258007859811187-9897.4998372116824612j,
1.436009e+03,42755.4292820263653994-10041.7843287889845669j,
1.459366e+03,42682.2485642693936825-10187.6465035018045455j,
1.483103e+03,42606.9304015459492803-10335.0785336531698704j,
1.507225e+03,42529.4207640681415796-10484.0710990896914154j,
1.531740e+03,42449.6647135969251394-10634.6134267912711948j,
1.556654e+03,42367.6065152753144503-10786.6931639837566763j,
1.581973e+03,42283.1896141311153769-10940.2963460269384086j,
1.607704e+03,42196.3567109657451510-11095.4072841065935791j,
1.633854e+03,42107.0497626820579171-11252.0085454583168030j,
1.660429e+03,42015.2099972264841199-11410.0808804037515074j,
1.687436e+03,41920.7780047440901399-11569.6031058412045240j,
1.714882e+03,41823.6937324479222298-11730.5520945212338120j,
1.742775e+03,41723.8965526046231389-11892.9026659321971238j,
1.771121e+03,41621.3252802463248372-12056.6275697406381369j,
1.799929e+03,41515.9183159670792520-12221.6972875159699470j,
1.829205e+03,41407.6135653075762093-12388.0801488503348082j,
1.858957e+03,41296.3486154922284186-12555.7421145900152624j,
1.889193e+03,41182.0607618819922209-12724.6467383848503232j,
1.919921e+03,41064.6870688679628074-12894.7551419115625322j,
1.951148e+03,40944.1644290839321911-13066.0259324300568551j,
1.982884e+03,40820.4297414519824088-13238.4150552058126777j,
2.015136e+03,40693.4198657530359924-13411.8758531059138477j,
2.047912e+03,40563.0718062208034098-13586.3589135776273906j,
2.081222e+03,40429.3227615747600794-13761.8120436575263739j,
2.115073e+03,40292.1102647576481104-13938.1801904938183725j,
2.149475e+03,40151.3722570552490652-14115.4053986014332622j,
2.184436e+03,40007.0472162854857743-14293.4267463940195739j,
2.219966e+03,39859.0742769758217037-14472.1803003710228950j,
2.256074e+03,39707.3933582706376910-14651.5990708486642689j,
2.292769e+03,39551.9452707972377539-14831.6129509354941547j,
2.330061e+03,39392.6718838489614427-15012.1487020556814969j,
2.367960e+03,39229.5162479407154024-15193.1299092660192400j,
2.406475e+03,39062.4227422541007400-15374.4769489986356348j,
2.445617e+03,38891.3372284914366901-15556.1069781759288162j,
2.485395e+03,38716.2072016545571387-15737.9339082064107060j,
2.525820e+03,38536.9819670720025897-15919.8684024347458035j,
2.566903e+03,38353.6127831242047250-16101.8178800884634256j,
2.608654e+03,38166.0530462036840618-16283.6865098574198782j,
2.651084e+03,37974.2584639838896692-16465.3752388826105744j,
2.694204e+03,37778.1872268798761070-16646.7818079346325248j,
2.738025e+03,37577.8001922569237649-16827.8007860218640417j,
2.782559e+03,37373.0610665329732001-17008.3236237517558038j,
2.827818e+03,37163.9365964657627046-17188.2386896980460733j,
2.873813e+03,36950.3967441874556243-17367.4313432010821998j,
2.920556e+03,36732.4148918082937598-17545.7840161824133247j,
2.968059e+03,36509.9680186081677675-17723.1762875528074801j,
3.016334e+03,36283.0368971135467291-17899.4849896084051579j,
3.065395e+03,36051.6062743645161390-18074.5843088731635362j,
3.115254e+03,35815.6650673681870103-18248.3459215837065130j,
3.165924e+03,35575.2065486577339470-18420.6391261327080429j,
3.217418e+03,35330.2285170117393136-18591.3309680686797947j,
3.269750e+03,35080.7334768627770245-18760.2864374159835279j,
3.322933e+03,34826.7288249847479165-18927.3686222250107676j,
3.376980e+03,34568.2269972125068307-19092.4388799928128719j,
3.431907e+03,34305.2456450299359858-19255.3570718888659030j,
3.487727e+03,34037.8077791165560484-19415.9817471457645297j,
3.544456e+03,33765.9419112894684076-19574.1703780849929899j,
3.602107e+03,33489.6821916759945452-19729.7795893158763647j,
3.660695e+03,33209.0685349493287504-19882.6654123209882528j,
3.720237e+03,32924.1467248043045402-20032.6835497457068413j,
3.780747e+03,32634.9685020707547665-20179.6896260939538479j,
3.842241e+03,32341.5916831600479782-20323.5394891521427780j,
3.904735e+03,32044.0801972313784063-20464.0894930122885853j,
3.968246e+03,31742.5041512893512845-20601.1967861917801201j,
4.032790e+03,31436.9398722853511572-20734.7196322244126350j,
4.098384e+03,31127.4699232843704522-20864.5177121597807854j,
4.165044e+03,30814.1831105719320476-20990.4524523606523871j,
4.232789e+03,30497.1744628516025841-21112.3873347570188344j,
4.301636e+03,30176.5452023474499583-21230.1882375371642411j,
4.371602e+03,29852.4026870746165514-21343.7237507714889944j,
4.442707e+03,29524.8603325528092682-21452.8655166169628501j,
4.514968e+03,29194.0375283649191260-21557.4885498192161322j,
4.588404e+03,28860.0595127339474857-21657.4715714924968779j,
4.663035e+03,28523.0572378253564239-21752.6973250787705183j,
4.738880e+03,28183.1672151042148471-21843.0529007669538260j,
4.815958e+03,27840.5313351233489811-21928.4300393834710121j,
4.894290e+03,27495.2966726473532617-22008.7254470749758184j,
4.973896e+03,27147.6152655901387334-22083.8410837147384882j,
5.054797e+03,26797.6438780673779547-22153.6844349862076342j,
5.137014e+03,26445.5437464332208037-22218.1688067815266550j,
5.220568e+03,26091.4803016232326627-22277.2135599823668599j,
5.305481e+03,25735.6228802734985948-22330.7443680004216731j,
5.391775e+03,25378.1444143881089985-22378.6934268032200634j,
5.479472e+03,25019.2211098573170602-22420.9996698144823313j,
5.568596e+03,24659.0321099157445133-22457.6089599872939289j,
5.659170e+03,24297.7591443751007318-22488.4742453000508249j,
5.751217e+03,23935.5861702626571059-22513.5557164782658219j,
5.844761e+03,23572.6990014845505357-22532.8209259761497378j,
5.939827e+03,23209.2849281863309443-22546.2448913063853979j,
6.036439e+03,22845.5323372776620090-22553.8101768218912184j,
6.134622e+03,22481.6303155608475208-22555.5069426782429218j,
6.234402e+03,22117.7682640207931399-22551.3329813242889941j,
6.335805e+03,21754.1354983597993851-22541.2937239389866590j,
6.438857e+03,21390.9208581913262606-22525.4022213094867766j,
6.543586e+03,21028.3123144898563623-22503.6790995807386935j,
6.650018e+03,20666.4965822703670710-22476.1525059286504984j,
6.758181e+03,20305.6587350342888385-22442.8580052680335939j,
6.868104e+03,19945.9818364372476935-22403.8384811058640480j,
6.979814e+03,19587.6465677029918879-22359.1439942140132189j,
7.093341e+03,19230.8308752756565809-22308.8316266322508454j,
7.208715e+03,18875.7096224923152477-22252.9653149638324976j,
7.325965e+03,18522.4542632002849132-22191.6156375259160995j,
7.445123e+03,18171.2325224457308650-22124.8596170656383038j,
7.566219e+03,17822.2080953069962561-22052.7804789282381535j,
7.689284e+03,17475.5403636025730520-21975.4674032172188163j,
7.814351e+03,17131.3841270913835615-21893.0152697130106390j,
7.941452e+03,16789.8893572918605059-21805.5243714922107756j,
8.070620e+03,16451.2009665584191680-21713.1001343000680208j,
8.201889e+03,16115.4585983473807573-21615.8528173780068755j,
8.335294e+03,15782.7964387985412031-21513.8972035320475698j,
8.470868e+03,15453.3430473015177995-21407.3522852384485304j,
8.608648e+03,15127.2212081123143435-21296.3409449891187251j,
8.748668e+03,14804.5478016624692827-21180.9896334800869226j,
8.890966e+03,14485.4337005091365427-21061.4280339302495122j,
9.035578e+03,14169.9836797642055899-20937.7887422959320247j,
9.182543e+03,13858.2963532968424261-20810.2069320259615779j,
9.331898e+03,13550.4641283145174384-20678.8200252456590533j,
9.483682e+03,13246.5731756137683988-20543.7673752394039184j,
9.637935e+03,12946.7034258386120200-20405.1899360895622522j,
9.794697e+03,12650.9285780158825219-20263.2299516836646944j,
9.954008e+03,12359.3161277682520449-20118.0306456955149770j,
1.011591e+04,12071.9274137399625033-19969.7359160906635225j,
1.028045e+04,11788.8176779164932668-19818.4900421868078411j,
1.044766e+04,11510.0361413506325334-19664.4373998125083745j,
1.061759e+04,11235.6260966728441417-19507.7221816263627261j,
1.079029e+04,10965.6250100098550320-19348.4881349711213261j,
1.096579e+04,10700.0646370893809944-19186.8783064973540604j,
1.114415e+04,10438.9711527067702264-19023.0347984211985022j,
1.132541e+04,10182.3652853519888595-18857.0985369633417577j,
1.150962e+04,9930.2624686113558710-18689.2090529040433466j,
1.169683e+04,9682.6729900195496157-18519.5042791515588760j,
1.188708e+04,9439.6021620766259730-18348.1203516344539821j,
1.208042e+04,9201.0504860775545239-18175.1914308578707278j,
1.227691e+04,8967.0138246124843135-18000.8495380177628249j,
1.247660e+04,8737.4835884235799313-17825.2243920001201332j,
1.267953e+04,8512.4469138378044590-17648.4432715431321412j,
1.288576e+04,8291.8868487910367548-17470.6308864927850664j,
1.309535e+04,8075.7825414730468765-17291.9092589570209384j,
1.330835e+04,7864.1094295559450984-17112.3976179389283061j,
1.352481e+04,7656.8394282693043351-16932.2123076748102903j,
1.374479e+04,7453.9411217749584466-16751.4667036288883537j,
1.396835e+04,7255.3799492223188281-16570.2711447894107550j,
1.419555e+04,7061.1183930325787514-16388.7328726113773882j,
1.442644e+04,6871.1161627810215577-16206.9559830671641976j,
1.466109e+04,6685.3303795303218067-16025.0413856017403305j,
1.489955e+04,6503.7157531155971810-15843.0867758914828300j,
1.514189e+04,6326.2247584485448897-15661.1866151085123420j,
1.538818e+04,6152.8078082550782710-15479.4321176547091454j,
1.563847e+04,5983.4134230337804183-15297.9112458715680987j,
1.589283e+04,5817.9883907918119803-15116.7087179380469024j,
1.615133e+04,5656.4779289894504473-14935.9060163788963109j,
1.641403e+04,5498.8258373939897865-14755.5814073027577251j,
1.668101e+04,5344.9746480090543628-14575.8099639327265322j,
1.695232e+04,5194.8657684155041352-14396.6635971602518111j,
1.722805e+04,5048.4396204374497756-14218.2110908490139991j,
1.750827e+04,4905.6357717578648590-14040.5181433458346874j,
1.779304e+04,4766.3930657724849880-13863.6474103699438274j,
1.808245e+04,4630.6497429817100056-13687.6585548680741340j,
1.837656e+04,4498.3435554068419151-13512.6082998234778643j,
1.867546e+04,4369.4118811559746973-13338.5504834668245167j,
1.897922e+04,4243.7918262697639875-13165.5361187588423491j,
1.928792e+04,4121.4203280747169629-12993.6134530715644360j,
1.960163e+04,4002.2342466224217787-12822.8280337753240019j,
1.992046e+04,3886.1704570722649805-12653.2227713824249804j,
2.024447e+04,3773.1659322349587455-12484.8380075918976218j,
2.057374e+04,3663.1578223544638604-12317.7115829691756517j,
2.090838e+04,3556.0835286593064666-12151.8789064961019903j,
2.124845e+04,3451.8807738806353882-11987.3730246957857162j,
2.159406e+04,3350.4876668725046329-11824.2246921283658594j,
2.194529e+04,3251.8427608076017350-11662.4624431529082358j,
2.230223e+04,3155.8851118848542683-11502.1126611004583538j,
2.266498e+04,3062.5543291176436469-11343.1996497721411288j,
2.303363e+04,2971.7906216355040669-11185.7457039519213140j,
2.340827e+04,2883.5348451511235908-11029.7711778387892991j,
2.378901e+04,2797.7285360587411560-10875.2945572072640061j,
2.417594e+04,2714.3139538860996254-10722.3325248556211591j,
2.456916e+04,2633.2341091532725841-10570.9000308979302645j,
2.496878e+04,2554.4327962907264009-10421.0103576971450821j,
2.537490e+04,2477.8546173608046956-10272.6751870234729722j,
2.578763e+04,2403.4450072520412505-10125.9046636912971735j,
2.620707e+04,2331.1502524335519411-9980.7074598723556846j,
2.663333e+04,2260.9175103046291042-9837.0908364530187100j,
2.706652e+04,2192.6948234703449998-9695.0607043455820531j,
2.750676e+04,2126.4311326957540587-9554.6216838744003326j,
2.795416e+04,2062.0762877685483545-9415.7771626674802974j,
2.840884e+04,1999.5810559205128811-9278.5293522746069357j,
2.887091e+04,1938.8971269632456824-9142.8793437127023935j,
2.934050e+04,1879.9771206932782661-9008.8271600988227874j,
2.981772e+04,1822.7745868593337946-8876.3718096511438489j,
3.030271e+04,1767.2440074540209025-8745.5113360553514212j,
3.079559e+04,1713.3407964946818538-8616.2428672825917602j,
3.129648e+04,1661.0212980821961537-8488.5626632703933865j,
3.180552e+04,1610.2427829241205472-8362.4661620853003114j,
3.232284e+04,1560.9634443747927435-8237.9480242835124955j,
3.284857e+04,1513.1423930923338048-8115.0021759035298601j,
3.338286e+04,1466.7396500127506442-7993.6218502226984128j,
3.392583e+04,1421.7161396409501322-7873.7996275674086064j,
3.447764e+04,1378.0336807824496645-7755.5274743321351707j,
3.503842e+04,1335.6549786046380177-7638.7967797862365842j,
3.560833e+04,1294.5436134598276112-7523.5983924218453467j,
3.618750e+04,1254.6640316116972826-7409.9226540005765855j,
3.677609e+04,1215.9815336694009602-7297.7594329214189202j,
3.737426e+04,1178.4622626913915155-7187.0981561235385016j,
3.798215e+04,1142.0731927733577322-7077.9278394907014444j,
3.859994e+04,1106.7821160538005643-6970.2371173379942775j,
3.922777e+04,1072.5576303909765556-6864.0142703716410324j,
3.986581e+04,1039.3691256712190807-6759.2472527985228226j,
4.051423e+04,1007.1867709234793438-6655.9237179649062455j,
4.117320e+04,975.9815003997355234-6554.0310431064572185j,
4.184289e+04,945.7249999160994776-6453.5563528994098306j,
4.252346e+04,916.3896930227783741-6354.4865419606212527j,
4.321511e+04,887.9487266714859288-6256.8082964491331950j,
4.391801e+04,860.3759573074057698-6160.5081145272124559j,
4.463234e+04,833.6459368026116863-6065.5723259071819484j,
4.535829e+04,807.7338977984618396-5971.9871106317732483j,
4.609604e+04,782.6157401963864686-5879.7385166450403631j,
4.684580e+04,758.2680164995836094-5788.8124768323032185j,
4.760775e+04,734.6679177382320631-5699.1948250757995993j,
4.838210e+04,711.7932597109174822-5610.8713114529382437j,
4.916904e+04,689.6224688670918113-5523.8276167667936534j,
4.996877e+04,668.1345684586849529-5438.0493663317756727j,
5.078152e+04,647.3091648205227102-5353.5221429786179215j,
5.160749e+04,627.1264337701140903-5270.2314994198968634j,
5.244689e+04,607.5671073505000095-5188.1629699243349023j,
5.329994e+04,588.6124602502532071-5107.3020814130431972j,
5.416687e+04,570.2442969221301610-5027.6343638636171818j,
5.504790e+04,552.4449385342959431-4949.1453602237743326j,
5.594326e+04,535.1972101904175361-4871.8206356777227484j,
5.685318e+04,518.4844285065191798-4795.6457864122348838j,
5.777790e+04,502.2903891291716718-4720.6064478931948543j,
5.871766e+04,486.5993545052333502-4646.6883026236318983j,
5.967271e+04,471.3960421613883227-4573.8770873977337033j,
6.064329e+04,456.6656127359456150-4502.1586001687101088j,
6.162966e+04,442.3936584526672959-4431.5187064570491202j,
6.263207e+04,428.5661920097263646-4361.9433452984667383j,
6.365079e+04,415.1696352515500621-4293.4185348860919476j,
6.468608e+04,402.1908083559537772-4225.9303777770837769j,
6.573820e+04,389.6169192752495292-4159.4650657332385890j,
6.680744e+04,377.4355531012042775-4094.0088842724217102j,
6.789407e+04,365.6346621158809285-4029.5482168197631836j,
6.899837e+04,354.2025554108986398-3966.0695486369077116j,
7.012064e+04,343.1278894938513986-3903.5594703506794758j,
7.126115e+04,332.3996584667293064-3842.0046812900109217j,
7.242022e+04,322.0071847425278975-3781.3919925052905455j,
7.359814e+04,311.9401099993701791-3721.7083295280463062j,
7.479523e+04,302.1883861072019499-3662.9407349255634472j,
7.601178e+04,292.7422665167068772-3605.0763705861172639j,
7.724811e+04,283.5922977147492929-3548.1025197987910360j,
7.850456e+04,274.7293109573874972-3492.0065891239792109j,
7.978145e+04,266.1444141322426731-3436.7761100732022896j,
8.107910e+04,257.8289838600358053-3382.3987405871739611j,
8.239786e+04,249.7746578612459416-3328.8622663393616676j,
8.373807e+04,241.9733273889651173-3276.1546018786611967j,
8.510007e+04,234.4171298592264066-3224.2637916178791784j,
8.648423e+04,227.0984418901134632-3173.1780106343212537j,
8.789091e+04,220.0098721909816959-3122.8855653785867617j,
8.932046e+04,213.1442549155981396-3073.3748942079255357j,
9.077327e+04,206.4946429994197388-3024.6345678153447807j,
9.224970e+04,200.0543017308300477-2976.6532895364798605j,
9.375015e+04,193.8167026572409668-2929.4198955130996183j,
9.527500e+04,187.7755173775949515-2882.9233547949115746j,
9.682466e+04,181.9246116072754376-2837.1527693201787770j,
9.839952e+04,176.2580395853656228-2792.0973737780004740j,
1.000000e+05,170.7700382963848824-2747.7465354315936565j,
