Frequency [Hz],AA transfer function,AI transfer function,
5.804486e+03,0.2212449662385264-0.9491499908461674j,0.2212449662385264-0.9491499908461674j,
5.871766e+03,0.2044524265596558-0.9518550802661242j,0.2044524265596558-0.9518550802661242j,
5.939827e+03,0.1873560872790340-0.9542563625119534j,0.1873560872790340-0.9542563625119534j,
6.008676e+03,0.1699563080464915-0.9563358408989719j,0.1699563080464915-0.9563358408989719j,
6.078323e+03,0.1522541624678492-0.9580747535073073j,0.1522541624678492-0.9580747535073073j,
6.148778e+03,0.1342515176844227-0.9594535651367975j,0.1342515176844227-0.9594535651367975j,
6.220049e+03,0.1159511200865515-0.9604519637274439j,0.1159511200865515-0.9604519637274439j,
6.292146e+03,0.0973566873270787-0.9610488620856614j,0.0973566873270787-0.9610488620856614j,
6.365079e+03,0.0784730067405537-0.9612224058510257j,0.0784730067405537-0.9612224058510257j,
6.438857e+03,0.0593060401975878-0.9609499887364933j,0.0593060401975878-0.9609499887364933j,
6.513491e+03,0.0398630353288273-0.9602082761756152j,0.0398630353288273-0.9602082761756152j,
6.588990e+03,0.0201526429369922-0.9589732386111608j,0.0201526429369922-0.9589732386111608j,
6.665363e+03,0.0001850402758278-0.9572201957581853j,0.0001850402758278-0.9572201957581853j,
6.742622e+03,-0.0200279402908760-0.9549238732676874j,-0.0200279402908760-0.9549238732676874j,
6.820777e+03,-0.0404726779311252-0.9520584733005524j,-0.0404726779311252-0.9520584733005524j,
6.899837e+03,-0.0611336261929302-0.9485977605905356j,-0.0611336261929302-0.9485977605905356j,
6.979814e+03,-0.0819931732210003-0.9445151656238393j,-0.0819931732210003-0.9445151656238393j,
7.060718e+03,-0.1030315007935598-0.9397839065844560j,-0.1030315007935598-0.9397839065844560j,
7.142559e+03,-0.1242264439533393-0.9343771317011220j,-0.1242264439533393-0.9343771317011220j,
7.225349e+03,-0.1455533533606691-0.9282680835746356j,-0.1455533533606691-0.9282680835746356j,
7.309099e+03,-0.1669849628790281-0.9214302869537182j,-0.1669849628790281-0.9214302869537182j,
7.393820e+03,-0.1884912653094172-0.9138377612531959j,-0.1884912653094172-0.9138377612531959j,
7.479523e+03,-0.2100393996121551-0.9054652588592197j,-0.2100393996121551-0.9054652588592197j,
7.566219e+03,-0.2315935533829787-0.8962885299316875j,-0.2315935533829787-0.8962885299316875j,
7.653919e+03,-0.2531148847714205-0.8862846139837475j,-0.2531148847714205-0.8862846139837475j,
7.742637e+03,-0.2745614684264683-0.8754321579830616j,-0.2745614684264683-0.8754321579830616j,
7.832383e+03,-0.2958882704071376-0.8637117600725994j,-0.2958882704071376-0.8637117600725994j,
7.923169e+03,-0.3170471572797352-0.8511063372460582j,-0.3170471572797352-0.8511063372460582j,
8.015007e+03,-0.3379869448116082-0.8376015144351953j,-0.3379869448116082-0.8376015144351953j,
8.107910e+03,-0.3586534917328087-0.8231860314792072j,-0.3586534917328087-0.8231860314792072j,
8.201889e+03,-0.3789898439396570-0.8078521633627364j,-0.3789898439396570-0.8078521633627364j,
8.296959e+03,-0.3989364342246160-0.7915961479499247j,-0.3989364342246160-0.7915961479499247j,
8.393129e+03,-0.4184313421029604-0.7744186142371929j,-0.4184313421029604-0.7744186142371929j,
8.490415e+03,-0.4374106175396554-0.7563250029369442j,-0.4374106175396554-0.7563250029369442j,
8.588829e+03,-0.4558086713367940-0.7373259700380759j,-0.4558086713367940-0.7373259700380759j,
8.688383e+03,-0.4735587336092237-0.7174377629265410j,-0.4735587336092237-0.7174377629265410j,
8.789091e+03,-0.4905933801519587-0.6966825577579954j,-0.4905933801519587-0.6966825577579954j,
8.890966e+03,-0.5068451246018033-0.6750887461284889j,-0.5068451246018033-0.6750887461284889j,
8.994022e+03,-0.5222470721493487-0.6526911587644848j,-0.5222470721493487-0.6526911587644848j,
9.098273e+03,-0.5367336282189591-0.6295312140243449j,-0.5367336282189591-0.6295312140243449j,
9.203732e+03,-0.5502412530774706-0.6056569795366038j,-0.5502412530774706-0.6056569795366038j,
9.310413e+03,-0.5627092508522057-0.5811231363489008j,-0.5627092508522057-0.5811231363489008j,
9.418332e+03,-0.5740805790490293-0.5559908365582293j,-0.5740805790490293-0.5559908365582293j,
9.527500e+03,-0.5843026624896127-0.5303274475447532j,-0.5843026624896127-0.5303274475447532j,
9.637935e+03,-0.5933281937694062-0.5042061786126807j,-0.5933281937694062-0.5042061786126807j,
9.749649e+03,-0.6011159010093754-0.4777055889921102j,-0.6011159010093754-0.4777055889921102j,
9.862658e+03,-0.6076312629602322-0.4509089796784009j,-0.6076312629602322-0.4509089796784009j,
9.976978e+03,-0.6128471515217192-0.4239036753483228j,-0.6128471515217192-0.4239036753483228j,
1.009262e+04,-0.6167443825343002-0.3967802064330094j,-0.6167443825343002-0.3967802064330094j,
1.020961e+04,-0.6193121573187975-0.3696314051623783j,-0.6193121573187975-0.3696314051623783j,
1.032795e+04,-0.6205483798662477-0.3425514328291600j,-0.6205483798662477-0.3425514328291600j,
1.044766e+04,-0.6204598377501144-0.3156347584606444j,-0.6204598377501144-0.3156347584606444j,
1.056876e+04,-0.6190622386304695-0.2889751113563651j,-0.6190622386304695-0.2889751113563651j,
1.069126e+04,-0.6163800984842258-0.2626644314055950j,-0.6163800984842258-0.2626644314055950j,
1.081519e+04,-0.6124464822305468-0.2367918416374111j,-0.6124464822305468-0.2367918416374111j,
1.094055e+04,-0.6073026020067560-0.2114426670289804j,-0.6073026020067560-0.2114426670289804j,
1.106736e+04,-0.6009972827602197-0.1866975222126359j,-0.6009972827602197-0.1866975222126359j,
1.119564e+04,-0.5935863088373392-0.1626314884455245j,-0.5935863088373392-0.1626314884455245j,
1.132541e+04,-0.5851316686778603-0.1393133971564695j,-0.5851316686778603-0.1393133971564695j,
1.145669e+04,-0.5757007174052048-0.1168052337270795j,-0.5757007174052048-0.1168052337270795j,
1.158948e+04,-0.5653652789337598-0.0951616710933608j,-0.5653652789337598-0.0951616710933608j,
1.172382e+04,-0.5542007101384471-0.0744297384822969j,-0.5542007101384471-0.0744297384822969j,
1.185971e+04,-0.5422849496522578-0.0546486263382994j,-0.5422849496522578-0.0546486263382994j,
1.199718e+04,-0.5296975730273181-0.0358496244467390j,-0.5296975730273181-0.0358496244467390j,
1.213624e+04,-0.5165188744126388-0.0180561865992539j,-0.5165188744126388-0.0180561865992539j,
1.227691e+04,-0.5028289926992660-0.0012841120058278j,-0.5028289926992660-0.0012841120058278j,
1.241921e+04,-0.4887070974156589+0.0144581688622591j,-0.4887070974156589+0.0144581688622591j,
1.256317e+04,-0.4742306466869983+0.0291692181640264j,-0.4742306466869983+0.0291692181640264j,
1.270879e+04,-0.4594747264641537+0.0428541396478419j,-0.4594747264641537+0.0428541396478419j,
1.285610e+04,-0.4445114771314839+0.0555240685230339j,-0.4445114771314839+0.0555240685230339j,
1.300511e+04,-0.4294096106480095+0.0671956180034760j,-0.4294096106480095+0.0671956180034760j,
1.315586e+04,-0.4142340186693230+0.0778902976791578j,-0.4142340186693230+0.0778902976791578j,
1.330835e+04,-0.3990454697157976+0.0876339178453995j,-0.3990454697157976+0.0876339178453995j,
1.346261e+04,-0.3839003914463441+0.0964559925713398j,-0.3839003914463441+0.0964559925713398j,
1.361865e+04,-0.3688507324902163+0.1043891527205614j,-0.3688507324902163+0.1043891527205614j,
1.377651e+04,-0.3539438970832668+0.1114685784420573j,-0.3539438970832668+0.1114685784420573j,
1.393619e+04,-0.3392227449318960+0.1177314589137473j,-0.3392227449318960+0.1177314589137473j,
1.409773e+04,-0.3247256482556430+0.1232164854150095j,-0.3247256482556430+0.1232164854150095j,
1.426114e+04,-0.3104865977959740+0.1279633821864644j,-0.3104865977959740+0.1279633821864644j,
1.442644e+04,-0.2965353496767194+0.1320124780472900j,-0.2965353496767194+0.1320124780472900j,
1.459366e+04,-0.2828976053109854+0.1354043204117165j,-0.2828976053109854+0.1354043204117165j,
1.476281e+04,-0.2695952170213759+0.1381793321937226j,-0.2695952170213759+0.1381793321937226j,
1.493393e+04,-0.2566464126291180+0.1403775111185034j,-0.2566464126291180+0.1403775111185034j,
1.510703e+04,-0.2440660329319688+0.1420381701686170j,-0.2440660329319688+0.1420381701686170j,
1.528214e+04,-0.2318657766949048+0.1431997172728877j,-0.2318657766949048+0.1431997172728877j,
1.545928e+04,-0.2200544484917606+0.1438994718835457j,-0.2200544484917606+0.1438994718835457j,
1.563847e+04,-0.2086382054363685+0.1441735157650884j,-0.2086382054363685+0.1441735157650884j,
1.581973e+04,-0.1976207995101275+0.1440565751187479j,-0.1976207995101275+0.1440565751187479j,
1.600310e+04,-0.1870038128161275+0.1435819310706202j,-0.1870038128161275+0.1435819310706202j,
1.618860e+04,-0.1767868836593204+0.1427813555412353j,-0.1767868836593204+0.1427813555412353j,
1.637624e+04,-0.1669679218627811+0.1416850695725529j,-0.1669679218627811+0.1416850695725529j,
1.656606e+04,-0.1575433121799820+0.1403217212994324j,-0.1575433121799820+0.1403217212994324j,
1.675808e+04,-0.1485081050527048+0.1387183809027363j,-0.1485081050527048+0.1387183809027363j,
1.695232e+04,-0.1398561942960443+0.1369005500583896j,-0.1398561942960443+0.1369005500583896j,
1.714882e+04,-0.1315804815695089+0.1348921835908482j,-0.1315804815695089+0.1348921835908482j,
1.734759e+04,-0.1236730277209075+0.1327157212421418j,-0.1236730277209075+0.1327157212421418j,
1.754867e+04,-0.1161251912724260+0.1303921276722889j,-0.1161251912724260+0.1303921276722889j,
1.775208e+04,-0.1089277544611251+0.1279409390081649j,-0.1089277544611251+0.1279409390081649j,
1.795785e+04,-0.1020710373540839+0.1253803144518984j,-0.1020710373540839+0.1253803144518984j,
1.816600e+04,-0.0955450006364346+0.1227270916437309j,-0.0955450006364346+0.1227270916437309j,
1.837656e+04,-0.0893393377231479+0.1199968446460643j,-0.0893393377231479+0.1199968446460643j,
1.858957e+04,-0.0834435568768181+0.1172039435739761j,-0.0834435568768181+0.1172039435739761j,
1.880504e+04,-0.0778470540276612+0.1143616150422382j,-0.0778470540276612+0.1143616150422382j,
1.902301e+04,-0.0725391769918162+0.1114820027297436j,-0.0725391769918162+0.1114820027297436j,
1.924351e+04,-0.0675092817727844+0.1085762274794975j,-0.0675092817727844+0.1085762274794975j,
1.946656e+04,-0.0627467816109988+0.1056544464565079j,-0.0627467816109988+0.1056544464565079j,
1.969220e+04,-0.0582411894202353+0.1027259109777332j,-0.0582411894202353+0.1027259109777332j,
1.992046e+04,-0.0539821542187009+0.0997990227085505j,-0.0539821542187009+0.0997990227085505j,
2.015136e+04,-0.0499594921286697+0.0968813879899209j,-0.0499594921286697+0.0968813879899209j,
2.038493e+04,-0.0461632124827328+0.0939798701204669j,-0.0461632124827328+0.0939798701204669j,
2.062122e+04,-0.0425835395380820+0.0911006394689949j,-0.0425835395380820+0.0911006394689949j,
2.086024e+04,-0.0392109302635625+0.0882492213364843j,-0.0392109302635625+0.0882492213364843j,
2.110203e+04,-0.0360360886281311+0.0854305415231091j,-0.0360360886281311+0.0854305415231091j,
2.134663e+04,-0.0330499767843014+0.0826489695862539j,-0.0330499767843014+0.0826489695862539j,
2.159406e+04,-0.0302438235065143+0.0799083598005027j,-0.0302438235065143+0.0799083598005027j,
2.184436e+04,-0.0276091302123634+0.0772120898508968j,-0.0276091302123634+0.0772120898508968j,
2.209756e+04,-0.0251376748644139+0.0745630973070215j,-0.0251376748644139+0.0745630973070215j,
2.235370e+04,-0.0228215140220446+0.0719639139382347j,-0.0228215140220446+0.0719639139382347j,
2.261280e+04,-0.0206529832863865+0.0694166979401207j,-0.0206529832863865+0.0694166979401207j,
2.287491e+04,-0.0186246963569894+0.0669232641494806j,-0.0186246963569894+0.0669232641494806j,
2.314005e+04,-0.0167295428963190+0.0644851123302517j,-0.0167295428963190+0.0644851123302517j,
2.340827e+04,-0.0149606853774749+0.0621034536160354j,-0.0149606853774749+0.0621034536160354j,
2.367960e+04,-0.0133115550715813+0.0597792351967104j,-0.0133115550715813+0.0597792351967104j,
2.395407e+04,-0.0117758473140182+0.0575131633371736j,-0.0117758473140182+0.0575131633371736j,
2.423173e+04,-0.0103475161729547+0.0553057248158237j,-0.0103475161729547+0.0553057248158237j,
2.451260e+04,-0.0090207686294038+0.0531572068691654j,-0.0090207686294038+0.0531572068691654j,
2.479673e+04,-0.0077900583651458+0.0510677157270444j,-0.0077900583651458+0.0510677157270444j,
2.508415e+04,-0.0066500792432569+0.0490371938206600j,-0.0066500792432569+0.0490371938206600j,
2.537490e+04,-0.0055957585555338+0.0470654357427653j,-0.0055957585555338+0.0470654357427653j,
2.566903e+04,-0.0046222501017346+0.0451521030364595j,-0.0046222501017346+0.0451521030364595j,
2.596656e+04,-0.0037249271571548+0.0432967378857791j,-0.0037249271571548+0.0432967378857791j,
2.626754e+04,-0.0028993753775591+0.0414987757779867j,-0.0028993753775591+0.0414987757779867j,
2.657201e+04,-0.0021413856837919+0.0397575572040816j,-0.0021413856837919+0.0397575572040816j,
2.688001e+04,-0.0014469471624368+0.0380723384606737j,-0.0014469471624368+0.0380723384606737j,
2.719158e+04,-0.0008122400136019+0.0364423016130048j,-0.0008122400136019+0.0364423016130048j,
2.750676e+04,-0.0002336285722188+0.0348665636755957j,-0.0002336285722188+0.0348665636755957j,
2.782559e+04,0.0002923455749057+0.0333441850637765j,0.0002923455749057+0.0333441850637765j,
2.814812e+04,0.0007689703577103+0.0318741773662268j,0.0007689703577103+0.0318741773662268j,
2.847439e+04,0.0011993698618194+0.0304555104856386j,0.0011993698618194+0.0304555104856386j,
2.880444e+04,0.0015865108252882+0.0290871191917154j,0.0015865108252882+0.0290871191917154j,
2.913832e+04,0.0019332089831188+0.0277679091279530j,0.0019332089831188+0.0277679091279530j,
2.947606e+04,0.0022421352516885+0.0264967623110027j,0.0022421352516885+0.0264967623110027j,
2.981772e+04,0.0025158217471240+0.0252725421589127j,0.0025158217471240+0.0252725421589127j,
3.016334e+04,0.0027566676332994+0.0240940980821628j,0.0027566676332994+0.0240940980821628j,
3.051297e+04,0.0029669447965654+0.0229602696691609j,0.0029669447965654+0.0229602696691609j,
3.086665e+04,0.0031488033455426+0.0218698904957494j,0.0031488033455426+0.0218698904957494j,
3.122443e+04,0.0033042769353736+0.0208217915862719j,0.0033042769353736+0.0208217915862719j,
3.158635e+04,0.0034352879167288+0.0198148045518746j,0.0034352879167288+0.0198148045518746j,
3.195248e+04,0.0035436523106331+0.0188477644299553j,0.0035436523106331+0.0188477644299553j,
3.232284e+04,0.0036310846108288+0.0179195122470225j,0.0036310846108288+0.0179195122470225j,
3.269750e+04,0.0036992024159350+0.0170288973256783j,0.0036992024159350+0.0170288973256783j,
3.307650e+04,0.0037495308941199+0.0161747793549977j,0.0037495308941199+0.0161747793549977j,
3.345989e+04,0.0037835070833712+0.0153560302422238j,0.0037835070833712+0.0153560302422238j,
3.384773e+04,0.0038024840307559+0.0145715357624386j,0.0038024840307559+0.0145715357624386j,
3.424006e+04,0.0038077347742992+0.0138201970216938j,0.0038077347742992+0.0138201970216938j,
3.463694e+04,0.0038004561713008+0.0131009317479900j,0.0038004561713008+0.0131009317479900j,
3.503842e+04,0.0037817725770490+0.0124126754234730j,0.0037817725770490+0.0124126754234730j,
3.544456e+04,0.0037527393779931+0.0117543822702660j,0.0037527393779931+0.0117543822702660j,
3.585540e+04,0.0037143463835004+0.0111250261014706j,0.0037143463835004+0.0111250261014706j,
3.627100e+04,0.0036675210803656+0.0105236010480511j,0.0036675210803656+0.0105236010480511j,
3.669142e+04,0.0036131317542469+0.0099491221715488j,0.0036131317542469+0.0099491221715488j,
3.711672e+04,0.0035519904821982+0.0094006259718659j,0.0035519904821982+0.0094006259718659j,
3.754694e+04,0.0034848560004366+0.0088771707986954j,0.0034848560004366+0.0088771707986954j,
3.798215e+04,0.0034124364514435+0.0083778371745640j,0.0034124364514435+0.0083778371745640j,
3.842241e+04,0.0033353920144415+0.0079017280368822j,0.0033353920144415+0.0079017280368822j,
3.886777e+04,0.0032543374232235+0.0074479689058687j,0.0032543374232235+0.0074479689058687j,
3.931829e+04,0.0031698443752389+0.0070157079847266j,0.0031698443752389+0.0070157079847266j,
3.977403e+04,0.0030824438357566+0.0066041161979877j,0.0030824438357566+0.0066041161979877j,
4.023506e+04,0.0029926282408444+0.0062123871735250j,0.0029926282408444+0.0062123871735250j,
4.070142e+04,0.0029008536028100+0.0058397371733335j,0.0029008536028100+0.0058397371733335j,
4.117320e+04,0.0028075415216595+0.0054854049778185j,0.0028075415216595+0.0054854049778185j,
4.165044e+04,0.0027130811060316+0.0051486517279886j,0.0027130811060316+0.0051486517279886j,
4.213322e+04,0.0026178308069744+0.0048287607296369j,0.0026178308069744+0.0048287607296369j,
4.262159e+04,0.0025221201678310+0.0045250372233009j,0.0025221201678310+0.0045250372233009j,
4.311562e+04,0.0024262514934075+0.0042368081235167j,0.0024262514934075+0.0042368081235167j,
4.361538e+04,0.0023305014415007+0.0039634217306338j,0.0023305014415007+0.0039634217306338j,
4.412093e+04,0.0022351225397666+0.0037042474182178j,0.0022351225397666+0.0037042474182178j,
4.463234e+04,0.0021403446308224+0.0034586752988501j,0.0021403446308224+0.0034586752988501j,
4.514968e+04,0.0020463762483768+0.0032261158709307j,0.0020463762483768+0.0032261158709307j,
4.567301e+04,0.0019534059270992+0.0030059996488987j,0.0019534059270992+0.0030059996488987j,
4.620241e+04,0.0018616034488477+0.0027977767791081j,0.0018616034488477+0.0027977767791081j,
4.673795e+04,0.0017711210277908+0.0026009166434324j,0.0017711210277908+0.0026009166434324j,
4.727970e+04,0.0016820944368732+0.0024149074525169j,0.0016820944368732+0.0024149074525169j,
4.782772e+04,0.0015946440779965+0.0022392558304531j,0.0015946440779965+0.0022392558304531j,
4.838210e+04,0.0015088759982036+0.0020734863925184j,0.0015088759982036+0.0020734863925184j,
4.894290e+04,0.0014248828540811+0.0019171413174950j,0.0014248828540811+0.0019171413174950j,
4.951020e+04,0.0013427448265172+0.0017697799159684j,0.0013427448265172+0.0017697799159684j,
5.008408e+04,0.0012625304878807+0.0016309781958948j,0.0012625304878807+0.0016309781958948j,
5.066461e+04,0.0011842976236159+0.0015003284266250j,0.0011842976236159+0.0015003284266250j,
5.125187e+04,0.0011080940101807+0.0013774387024767j,0.0011080940101807+0.0013774387024767j,
5.184594e+04,0.0010339581511860+0.0012619325068566j,0.0010339581511860+0.0012619325068566j,
5.244689e+04,0.0009619199735344+0.0011534482778526j,0.0009619199735344+0.0011534482778526j,
5.305481e+04,0.0008920014852888+0.0010516389761335j,0.0008920014852888+0.0010516389761335j,
5.366977e+04,0.0008242173969460+0.0009561716559253j,0.0008242173969460+0.0009561716559253j,
5.429186e+04,0.0007585757077270+0.0008667270397591j,0.0007585757077270+0.0008667270397591j,
5.492116e+04,0.0006950782584421+0.0007829990976259j,0.0006950782584421+0.0007829990976259j,
5.555776e+04,0.0006337212524320+0.0007046946311083j,0.0006337212524320+0.0007046946311083j,
5.620174e+04,0.0005744957460331+0.0006315328630076j,0.0005744957460331+0.0006315328630076j,
5.685318e+04,0.0005173881099622+0.0005632450329260j,0.0005173881099622+0.0005632450329260j,
5.751217e+04,0.0004623804629680+0.0004995739992199j,0.0004623804629680+0.0004995739992199j,
5.817880e+04,0.0004094510790431+0.0004402738476874j,0.0004094510790431+0.0004402738476874j,
5.885316e+04,0.0003585747694484+0.0003851095073154j,0.0003585747694484+0.0003851095073154j,
5.953533e+04,0.0003097232407505+0.0003338563733661j,0.0003097232407505+0.0003338563733661j,
6.022541e+04,0.0002628654300312+0.0002862999380477j,0.0002628654300312+0.0002862999380477j,
6.092349e+04,0.0002179678183833+0.0002422354289767j,0.0002179678183833+0.0002422354289767j,
6.162966e+04,0.0001749947237650+0.0002014674556057j,0.0001749947237650+0.0002014674556057j,
6.234402e+04,0.0001339085742430+0.0001638096637620j,0.0001339085742430+0.0001638096637620j,
6.306666e+04,0.0000946701626179+0.0001290843984087j,0.0000946701626179+0.0001290843984087j,
6.379767e+04,0.0000572388833811+0.0000971223747184j,0.0000572388833811+0.0000971223747184j,
6.453715e+04,0.0000215729529215+0.0000677623575192j,0.0000215729529215+0.0000677623575192j,
6.528521e+04,-0.0000123703861418+0.0000408508491541j,-0.0000123703861418+0.0000408508491541j,
6.604194e+04,-0.0000446346756576+0.0000162417857700j,-0.0000446346756576+0.0000162417857700j,
6.680744e+04,-0.0000752640668614-0.0000062037579668j,-0.0000752640668614-0.0000062037579668j,
6.758181e+04,-0.0001043031587423-0.0000266178557484j,-0.0001043031587423-0.0000266178557484j,
6.836516e+04,-0.0001317968491122-0.0000451260081357j,-0.0001317968491122-0.0000451260081357j,
6.915759e+04,-0.0001577901976686-0.0000618474127551j,-0.0001577901976686-0.0000618474127551j,
6.995920e+04,-0.0001823283003689-0.0000768952262490j,-0.0001823283003689-0.0000768952262490j,
7.077011e+04,-0.0002054561744645-0.0000903768180613j,-0.0002054561744645-0.0000903768180613j,
7.159041e+04,-0.0002272186535730-0.0001023940161526j,-0.0002272186535730-0.0001023940161526j,
7.242022e+04,-0.0002476602921930-0.0001130433447465j,-0.0002476602921930-0.0001130433447465j,
7.325965e+04,-0.0002668252790928-0.0001224162542219j,-0.0002668252790928-0.0001224162542219j,
7.410882e+04,-0.0002847573590320-0.0001305993432748j,-0.0002847573590320-0.0001305993432748j,
7.496782e+04,-0.0003014997622980-0.0001376745734765j,-0.0003014997622980-0.0001376745734765j,
7.583678e+04,-0.0003170951415648-0.0001437194763690j,-0.0003170951415648-0.0001437194763690j,
7.671581e+04,-0.0003315855156054-0.0001488073532375j,-0.0003315855156054-0.0001488073532375j,
7.760503e+04,-0.0003450122194101-0.0001530074677104j,-0.0003450122194101-0.0001530074677104j,
7.850456e+04,-0.0003574158602867-0.0001563852313381j,-0.0003574158602867-0.0001563852313381j,
7.941452e+04,-0.0003688362795385-0.0001590023823085j,-0.0003688362795385-0.0001590023823085j,
8.033502e+04,-0.0003793125193374-0.0001609171574578j,-0.0003793125193374-0.0001609171574578j,
8.126619e+04,-0.0003888827944270-0.0001621844577404j,-0.0003888827944270-0.0001621844577404j,
8.220816e+04,-0.0003975844683121-0.0001628560073199j,-0.0003975844683121-0.0001628560073199j,
8.316104e+04,-0.0004054540336067-0.0001629805064492j,-0.0004054540336067-0.0001629805064492j,
8.412497e+04,-0.0004125270962323-0.0001626037783052j,-0.0004125270962323-0.0001626037783052j,
8.510007e+04,-0.0004188383631724-0.0001617689099447j,-0.0004188383631724-0.0001617689099447j,
8.608648e+04,-0.0004244216335078-0.0001605163875495j,-0.0004244216335078-0.0001605163875495j,
8.708431e+04,-0.0004293097924712-0.0001588842261275j,-0.0004293097924712-0.0001588842261275j,
8.809372e+04,-0.0004335348082740-0.0001569080938346j,-0.0004335348082740-0.0001569080938346j,
8.911482e+04,-0.0004371277314747-0.0001546214310832j,-0.0004371277314747-0.0001546214310832j,
9.014776e+04,-0.0004401186966686-0.0001520555646012j,-0.0004401186966686-0.0001520555646012j,
9.119268e+04,-0.0004425369262934-0.0001492398166024j,-0.0004425369262934-0.0001492398166024j,
9.224970e+04,-0.0004444107363586-0.0001462016092286j,-0.0004444107363586-0.0001462016092286j,
9.331898e+04,-0.0004457675439157-0.0001429665644220j,-0.0004457675439157-0.0001429665644220j,
9.440065e+04,-0.0004466338760996-0.0001395585993815j,-0.0004466338760996-0.0001395585993815j,
9.549486e+04,-0.0004470353805816-0.0001360000177584j,-0.0004470353805816-0.0001360000177584j,
9.660175e+04,-0.0004469968372852-0.0001323115967389j,-0.0004469968372852-0.0001323115967389j,
9.772147e+04,-0.0004465421712245-0.0001285126701632j,-0.0004465421712245-0.0001285126701632j,
9.885417e+04,-0.0004456944663359-0.0001246212078241j,-0.0004456944663359-0.0001246212078241j,
1.000000e+05,-0.0004444759801803-0.0001206538910870j,-0.0004444759801803-0.0001206538910870j,
