Frequency,Horizontal seismic motion,Requirement,
1.285610e+02,9.348225e-21,4.743441e-18,
1.291550e+02,2.349778e-20,4.694685e-18,
1.297517e+02,9.841121e-21,4.646495e-18,
1.303512e+02,8.441363e-21,4.598863e-18,
1.309535e+02,8.235996e-21,4.551782e-18,
1.315586e+02,7.983512e-21,4.505248e-18,
1.321664e+02,8.240675e-21,4.459253e-18,
1.327771e+02,6.563628e-21,4.413792e-18,
1.333906e+02,4.712083e-21,4.368857e-18,
1.340069e+02,4.687569e-21,4.324443e-18,
1.346261e+02,4.708123e-21,4.280545e-18,
1.352481e+02,5.618875e-21,4.237155e-18,
1.358730e+02,3.901076e-21,4.194269e-18,
1.365008e+02,4.383992e-21,4.151880e-18,
1.371315e+02,3.717221e-21,4.109982e-18,
1.377651e+02,3.657642e-21,4.068571e-18,
1.384016e+02,3.455134e-21,4.027640e-18,
1.390411e+02,4.070411e-21,3.987183e-18,
1.396835e+02,2.994282e-21,3.947196e-18,
1.403289e+02,4.239209e-21,3.907673e-18,
1.409773e+02,4.153707e-21,3.868608e-18,
1.416287e+02,2.512538e-21,3.829997e-18,
1.422830e+02,1.689188e-20,3.791833e-18,
1.429405e+02,3.065175e-21,3.754112e-18,
1.436009e+02,3.513634e-21,3.716829e-18,
1.442644e+02,3.713125e-21,3.679978e-18,
1.449310e+02,3.368122e-21,3.643555e-18,
1.456006e+02,3.316246e-21,3.607554e-18,
1.462733e+02,2.744746e-21,3.571972e-18,
1.469492e+02,4.968123e-21,3.536802e-18,
1.476281e+02,2.702434e-21,3.502039e-18,
1.483103e+02,2.114533e-21,3.467681e-18,
1.489955e+02,4.953698e-21,3.433721e-18,
1.496839e+02,3.124285e-21,3.400155e-18,
1.503755e+02,1.972776e-21,3.366978e-18,
1.510703e+02,1.536598e-21,3.334186e-18,
1.517683e+02,1.659370e-21,3.301775e-18,
1.524696e+02,1.472320e-21,3.269739e-18,
1.531740e+02,1.141855e-21,3.238075e-18,
1.538818e+02,1.139054e-21,3.206779e-18,
1.545928e+02,1.119264e-21,3.175845e-18,
1.553071e+02,1.037566e-21,3.145270e-18,
1.560246e+02,1.800475e-21,3.115050e-18,
1.567455e+02,1.101081e-21,3.085180e-18,
1.574698e+02,1.413961e-21,3.055657e-18,
1.581973e+02,1.386547e-21,3.026476e-18,
1.589283e+02,1.212620e-21,2.997633e-18,
1.596626e+02,1.281919e-21,2.969124e-18,
1.604003e+02,3.039221e-21,2.940946e-18,
1.611414e+02,4.496946e-21,2.913094e-18,
1.618860e+02,3.104682e-21,2.885566e-18,
1.626340e+02,1.536189e-21,2.858356e-18,
1.633854e+02,8.004322e-22,2.831461e-18,
1.641403e+02,7.047809e-22,2.804878e-18,
1.648987e+02,7.287875e-22,2.778603e-18,
1.656606e+02,7.048186e-22,2.752631e-18,
1.664260e+02,7.715676e-22,2.726961e-18,
1.671950e+02,6.726411e-22,2.701588e-18,
1.679675e+02,8.204129e-22,2.676508e-18,
1.687436e+02,7.084475e-22,2.651719e-18,
1.695232e+02,5.362435e-22,2.627216e-18,
1.703065e+02,4.525104e-22,2.602997e-18,
1.710934e+02,4.719098e-22,2.579057e-18,
1.718839e+02,5.525848e-22,2.555395e-18,
1.726781e+02,6.333538e-22,2.532006e-18,
1.734759e+02,4.604497e-22,2.508887e-18,
1.742775e+02,1.363485e-21,2.486035e-18,
1.750827e+02,5.333669e-22,2.463447e-18,
1.758917e+02,6.462897e-22,2.441120e-18,
1.767044e+02,4.133181e-22,2.419051e-18,
1.775208e+02,4.228587e-22,2.397236e-18,
1.783410e+02,4.112429e-22,2.375672e-18,
1.791650e+02,4.896461e-22,2.354358e-18,
1.799929e+02,7.386597e-22,2.333289e-18,
1.808245e+02,3.565436e-22,2.312463e-18,
1.816600e+02,1.972979e-22,2.291876e-18,
1.824993e+02,3.022334e-22,2.271527e-18,
1.833425e+02,3.202907e-22,2.251411e-18,
1.841897e+02,2.162269e-22,2.231528e-18,
1.850407e+02,2.215193e-22,2.211872e-18,
1.858957e+02,1.568938e-22,2.192443e-18,
1.867546e+02,3.132510e-22,2.173237e-18,
1.876175e+02,1.737079e-22,2.154251e-18,
1.884843e+02,2.070397e-22,2.135483e-18,
1.893552e+02,1.789624e-22,2.116931e-18,
1.902301e+02,1.390253e-22,2.098591e-18,
1.911091e+02,1.489586e-22,2.080461e-18,
1.919921e+02,1.539478e-22,2.062539e-18,
1.928792e+02,1.321743e-22,2.044822e-18,
1.937703e+02,1.451484e-22,2.027308e-18,
1.946656e+02,2.265471e-22,2.009994e-18,
1.955651e+02,9.290415e-23,1.992878e-18,
1.964687e+02,1.165699e-22,1.975957e-18,
1.973764e+02,8.634718e-23,1.959230e-18,
1.982884e+02,8.872669e-23,1.942693e-18,
1.992046e+02,9.241185e-23,1.926344e-18,
2.001250e+02,1.333195e-21,1.910182e-18,
2.010496e+02,7.058709e-23,1.894203e-18,
2.019786e+02,6.113279e-23,1.878406e-18,
2.029118e+02,6.033517e-23,1.862789e-18,
2.038493e+02,6.496174e-23,1.847349e-18,
2.047912e+02,6.882033e-23,1.832084e-18,
2.057374e+02,9.514638e-23,1.816992e-18,
2.066880e+02,8.968446e-23,1.802072e-18,
2.076430e+02,6.847689e-23,1.787320e-18,
2.086024e+02,7.103584e-23,1.772734e-18,
2.095662e+02,7.499842e-23,1.758314e-18,
2.105345e+02,8.246449e-23,1.744056e-18,
2.115073e+02,1.013736e-22,1.729959e-18,
2.124845e+02,5.718430e-23,1.716021e-18,
2.134663e+02,1.922749e-22,1.702239e-18,
2.144526e+02,5.973851e-23,1.688613e-18,
2.154435e+02,7.003511e-23,1.675139e-18,
2.164389e+02,4.772193e-23,1.661817e-18,
2.174389e+02,4.513571e-23,1.648644e-18,
2.184436e+02,4.647267e-23,1.635619e-18,
2.194529e+02,6.020507e-23,1.622739e-18,
2.204669e+02,5.357732e-23,1.610003e-18,
2.214855e+02,5.205409e-23,1.597409e-18,
2.225089e+02,9.067833e-23,1.584955e-18,
2.235370e+02,6.776282e-23,1.572640e-18,
2.245698e+02,5.012981e-23,1.560462e-18,
2.256074e+02,5.521469e-23,1.548419e-18,
2.266498e+02,5.354566e-23,1.536510e-18,
2.276970e+02,6.314451e-23,1.524733e-18,
2.287491e+02,5.672882e-23,1.513086e-18,
2.298060e+02,4.519448e-23,1.501567e-18,
2.308678e+02,4.823703e-23,1.490176e-18,
2.319345e+02,3.278074e-23,1.478910e-18,
2.330061e+02,3.560190e-23,1.467768e-18,
2.340827e+02,3.634150e-23,1.456748e-18,
2.351643e+02,4.742365e-23,1.445849e-18,
2.362508e+02,3.878619e-23,1.435070e-18,
2.373424e+02,2.947637e-23,1.424408e-18,
2.384390e+02,2.684184e-23,1.413863e-18,
2.395407e+02,2.189405e-23,1.403432e-18,
2.406475e+02,2.226140e-23,1.393116e-18,
2.417594e+02,1.776687e-23,1.382911e-18,
2.428764e+02,1.903021e-23,1.372817e-18,
2.439986e+02,1.904878e-23,1.362832e-18,
2.451260e+02,2.028714e-23,1.352956e-18,
2.462586e+02,2.117411e-23,1.343186e-18,
2.473964e+02,2.605771e-23,1.333521e-18,
2.485395e+02,2.493027e-23,1.323960e-18,
2.496878e+02,3.113832e-23,1.314502e-18,
2.508415e+02,2.867513e-23,1.305145e-18,
2.520005e+02,2.369643e-23,1.295888e-18,
2.531648e+02,2.596470e-23,1.286730e-18,
2.543346e+02,2.485366e-23,1.277669e-18,
2.555097e+02,2.657660e-23,1.268705e-18,
2.566903e+02,2.849562e-23,1.259836e-18,
2.578763e+02,2.976217e-23,1.251062e-18,
2.590678e+02,3.076914e-23,1.242379e-18,
2.602648e+02,2.602331e-23,1.233789e-18,
2.614673e+02,3.436177e-23,1.225288e-18,
2.626754e+02,2.945810e-23,1.216878e-18,
2.638891e+02,2.763863e-23,1.208555e-18,
2.651084e+02,2.585319e-23,1.200319e-18,
2.663333e+02,2.525116e-23,1.192170e-18,
2.675638e+02,2.230295e-23,1.184105e-18,
2.688001e+02,2.276477e-23,1.176124e-18,
2.700421e+02,1.727392e-23,1.168226e-18,
2.712898e+02,1.844550e-23,1.160409e-18,
2.725433e+02,1.368583e-23,1.152673e-18,
2.738025e+02,1.282377e-23,1.145017e-18,
2.750676e+02,1.160192e-23,1.137439e-18,
2.763385e+02,9.829706e-24,1.129939e-18,
2.776153e+02,9.195406e-24,1.122516e-18,
2.788980e+02,7.619965e-24,1.115169e-18,
2.801867e+02,8.636825e-24,1.107896e-18,
2.814812e+02,8.171061e-24,1.100697e-18,
2.827818e+02,8.400969e-24,1.093571e-18,
2.840884e+02,7.137095e-24,1.086516e-18,
2.854010e+02,7.910020e-24,1.079533e-18,
2.867196e+02,1.144361e-23,1.072620e-18,
2.880444e+02,9.203739e-24,1.065776e-18,
2.893753e+02,5.105883e-24,1.059001e-18,
2.907123e+02,4.830202e-24,1.052293e-18,
2.920556e+02,5.622321e-24,1.045652e-18,
2.934050e+02,3.526948e-24,1.039076e-18,
2.947606e+02,5.219419e-24,1.032566e-18,
2.961225e+02,3.332135e-24,1.026119e-18,
2.974908e+02,3.513152e-24,1.019736e-18,
2.988653e+02,3.335940e-24,1.013416e-18,
3.002462e+02,4.891764e-24,1.007157e-18,
3.016334e+02,4.933353e-24,1.000959e-18,
3.030271e+02,2.792307e-24,9.948216e-19,
3.044272e+02,3.964428e-24,9.887435e-19,
3.058338e+02,1.362357e-24,9.827241e-19,
3.072469e+02,3.469190e-24,9.767626e-19,
3.086665e+02,3.024861e-24,9.708583e-19,
3.100927e+02,2.410973e-24,9.650105e-19,
3.115254e+02,2.680322e-24,9.592186e-19,
3.129648e+02,3.150584e-24,9.534817e-19,
3.144108e+02,5.850856e-24,9.477991e-19,
3.158635e+02,2.158696e-24,9.421703e-19,
3.173230e+02,9.914228e-25,9.365945e-19,
3.187891e+02,1.392276e-24,9.310711e-19,
3.202621e+02,1.034135e-24,9.255994e-19,
3.217418e+02,2.325963e-24,9.201788e-19,
3.232284e+02,1.735561e-24,9.148085e-19,
3.247218e+02,1.404272e-24,9.094881e-19,
3.262222e+02,1.283255e-24,9.042168e-19,
3.277295e+02,1.516451e-24,8.989940e-19,
3.292437e+02,1.460645e-24,8.938192e-19,
3.307650e+02,1.316218e-24,8.886918e-19,
3.322933e+02,9.227839e-25,8.836111e-19,
3.338286e+02,1.085422e-24,8.785765e-19,
3.353710e+02,9.107713e-25,8.735876e-19,
3.369206e+02,8.602224e-25,8.686437e-19,
3.384773e+02,7.528802e-25,8.637442e-19,
3.400412e+02,9.855739e-25,8.588887e-19,
3.416123e+02,7.886501e-25,8.540765e-19,
3.431907e+02,1.138933e-24,8.493072e-19,
3.447764e+02,2.438942e-24,8.445802e-19,
3.463694e+02,3.827310e-24,8.398949e-19,
3.479698e+02,1.460460e-24,8.352509e-19,
3.495776e+02,7.600706e-25,8.306477e-19,
3.511928e+02,1.179302e-24,8.260847e-19,
3.528154e+02,1.106955e-24,8.215615e-19,
3.544456e+02,4.246753e-25,8.170776e-19,
3.560833e+02,6.907926e-25,8.126324e-19,
3.577285e+02,7.179471e-25,8.082256e-19,
3.593814e+02,7.738892e-25,8.038566e-19,
3.610419e+02,5.431737e-25,7.995250e-19,
3.627100e+02,3.640081e-25,7.952303e-19,
3.643859e+02,3.280494e-25,7.909721e-19,
3.660695e+02,2.991078e-25,7.867499e-19,
3.677609e+02,2.977977e-25,7.825633e-19,
3.694601e+02,2.549214e-25,7.784119e-19,
3.711672e+02,2.347327e-25,7.742952e-19,
3.728821e+02,2.725314e-25,7.702129e-19,
3.746050e+02,2.737660e-25,7.661645e-19,
3.763358e+02,2.728123e-25,7.621495e-19,
3.780747e+02,2.803853e-25,7.581677e-19,
3.798215e+02,2.355401e-25,7.542185e-19,
3.815765e+02,2.032175e-25,7.503017e-19,
3.833395e+02,1.526656e-25,7.464168e-19,
3.851107e+02,1.833078e-25,7.425634e-19,
3.868901e+02,1.789816e-25,7.387412e-19,
3.886777e+02,1.961458e-25,7.349498e-19,
3.904735e+02,1.641829e-25,7.311889e-19,
3.922777e+02,1.866779e-25,7.274580e-19,
3.940902e+02,1.893213e-25,7.237568e-19,
3.959110e+02,1.595697e-25,7.200850e-19,
3.977403e+02,1.720302e-25,7.164422e-19,
3.995780e+02,2.844462e-25,7.128281e-19,
4.014242e+02,1.224224e-25,7.092424e-19,
4.032790e+02,1.053739e-25,7.056847e-19,
4.051423e+02,7.152002e-26,7.021546e-19,
4.070142e+02,6.422663e-26,6.986520e-19,
4.088948e+02,7.979758e-26,6.951763e-19,
4.107841e+02,6.504956e-26,6.917275e-19,
4.126821e+02,1.209352e-25,6.883050e-19,
4.145888e+02,7.988326e-26,6.849087e-19,
4.165044e+02,7.206700e-26,6.815382e-19,
4.184289e+02,6.346587e-26,6.781932e-19,
4.203622e+02,6.173358e-26,6.748735e-19,
4.223044e+02,6.968030e-26,6.715788e-19,
4.242556e+02,6.130288e-26,6.683087e-19,
4.262159e+02,5.378487e-26,6.650629e-19,
4.281852e+02,5.985317e-26,6.618414e-19,
4.301636e+02,4.179273e-26,6.586436e-19,
4.321511e+02,4.651917e-26,6.554694e-19,
4.341478e+02,6.621129e-26,6.523186e-19,
4.361538e+02,5.881867e-26,6.491907e-19,
4.381690e+02,3.789767e-26,6.460857e-19,
4.401935e+02,5.482653e-26,6.430032e-19,
4.422274e+02,4.071697e-26,6.399430e-19,
4.442707e+02,4.144118e-26,6.369049e-19,
4.463234e+02,3.877292e-26,6.338885e-19,
4.483856e+02,3.763696e-26,6.308938e-19,
4.504573e+02,3.278970e-26,6.279203e-19,
4.525386e+02,3.150629e-26,6.249679e-19,
4.546295e+02,2.748209e-26,6.220364e-19,
4.567301e+02,2.889635e-26,6.191256e-19,
4.588404e+02,2.953653e-26,6.162351e-19,
4.609604e+02,2.986001e-26,6.133648e-19,
4.630903e+02,3.231888e-26,6.105146e-19,
4.652300e+02,2.584546e-26,6.076840e-19,
4.673795e+02,2.456495e-26,6.048731e-19,
4.695390e+02,2.566768e-26,6.020814e-19,
4.717085e+02,1.503739e-26,5.993090e-19,
4.738880e+02,1.533389e-26,5.965554e-19,
4.760775e+02,1.318994e-26,5.938206e-19,
4.782772e+02,1.459668e-26,5.911043e-19,
4.804870e+02,1.287812e-26,5.884064e-19,
4.827071e+02,1.137647e-26,5.857266e-19,
4.849374e+02,7.485433e-27,5.830648e-19,
4.871780e+02,1.196499e-26,5.804208e-19,
4.894290e+02,9.246442e-27,5.777944e-19,
4.916904e+02,9.348006e-27,5.751854e-19,
4.939622e+02,7.924175e-27,5.725937e-19,
4.962445e+02,6.478764e-27,5.700190e-19,
4.985373e+02,7.456357e-27,5.674613e-19,
5.008408e+02,1.300933e-26,5.649202e-19,
5.031549e+02,1.156442e-26,5.623958e-19,
5.054797e+02,6.397874e-27,5.598878e-19,
5.078152e+02,6.738233e-27,5.573960e-19,
5.101615e+02,6.959642e-27,5.549203e-19,
5.125187e+02,7.379382e-27,5.524607e-19,
5.148867e+02,5.128219e-27,5.500169e-19,
5.172657e+02,6.594578e-27,5.475888e-19,
5.196557e+02,7.721236e-27,5.451764e-19,
5.220568e+02,7.380343e-27,5.427796e-19,
5.244689e+02,5.999578e-27,5.403983e-19,
5.268921e+02,5.094984e-27,5.380326e-19,
5.293266e+02,5.515142e-27,5.356826e-19,
5.317723e+02,4.757324e-27,5.333485e-19,
5.342293e+02,4.136728e-27,5.310307e-19,
5.366977e+02,3.386105e-27,5.287300e-19,
5.391775e+02,2.762170e-27,5.264475e-19,
5.416687e+02,2.568959e-27,5.241853e-19,
5.441714e+02,2.425004e-27,5.219469e-19,
5.466857e+02,2.999858e-27,5.197378e-19,
5.492116e+02,2.748957e-27,5.175682e-19,
5.517492e+02,3.426797e-27,5.154554e-19,
5.542986e+02,2.532990e-27,5.134312e-19,
5.568596e+02,2.216474e-27,5.115535e-19,
5.594326e+02,1.956147e-27,5.099309e-19,
5.620174e+02,1.425500e-27,5.087656e-19,
5.646141e+02,1.409002e-27,5.084290e-19,
5.672229e+02,1.487008e-27,5.095784e-19,
5.698437e+02,1.698509e-27,5.133462e-19,
5.724766e+02,1.287150e-27,5.217223e-19,
5.751217e+02,1.063846e-27,5.384730e-19,
5.777790e+02,1.217420e-27,5.713790e-19,
5.804486e+02,1.221977e-27,6.377506e-19,
5.831305e+02,1.159561e-27,7.788937e-19,
5.858248e+02,1.196934e-27,1.103954e-18,
5.885316e+02,2.239892e-27,1.971158e-18,
5.912508e+02,9.189435e-28,5.298336e-18,
5.939827e+02,1.038263e-27,6.164189e-17,
5.967271e+02,8.697556e-28,5.689668e-16,
5.994843e+02,1.107528e-27,7.398888e-18,
6.022541e+02,5.668653e-28,2.247621e-18,
6.050368e+02,5.615388e-28,1.143334e-18,
6.078323e+02,6.495919e-28,7.626379e-19,
6.106408e+02,5.742115e-28,6.061908e-19,
6.134622e+02,4.819767e-28,5.352971e-19,
6.162966e+02,5.770978e-28,5.004094e-19,
6.191442e+02,5.398134e-28,4.818517e-19,
6.220049e+02,4.298699e-28,4.712509e-19,
6.248788e+02,3.930207e-28,4.647675e-19,
6.277660e+02,3.678231e-28,4.604818e-19,
6.306666e+02,4.772690e-28,4.573645e-19,
6.335805e+02,3.594910e-28,4.548563e-19,
6.365079e+02,2.939308e-28,4.526629e-19,
6.394488e+02,3.028073e-28,4.506348e-19,
6.424034e+02,2.623342e-28,4.486971e-19,
6.453715e+02,2.807573e-28,4.468121e-19,
6.483534e+02,2.623277e-28,4.449603e-19,
6.513491e+02,2.306449e-28,4.431315e-19,
6.543586e+02,2.428214e-28,4.413199e-19,
6.573820e+02,2.286468e-28,4.395226e-19,
6.604194e+02,1.982038e-28,4.377376e-19,
6.634708e+02,1.999050e-28,4.359638e-19,
6.665363e+02,1.844483e-28,4.342006e-19,
6.696160e+02,1.618421e-28,4.324476e-19,
6.727099e+02,1.268846e-28,4.307043e-19,
6.758181e+02,1.252589e-28,4.289707e-19,
6.789407e+02,1.106228e-28,4.272464e-19,
6.820777e+02,1.161220e-28,4.255315e-19,
6.852292e+02,1.204799e-28,4.238257e-19,
6.883952e+02,9.599807e-29,4.221290e-19,
6.915759e+02,9.001197e-29,4.204413e-19,
6.947713e+02,8.068926e-29,4.187624e-19,
6.979814e+02,6.392513e-29,4.170925e-19,
7.012064e+02,5.594221e-29,4.154312e-19,
7.044462e+02,1.013636e-28,4.137787e-19,
7.077011e+02,6.345492e-29,4.121348e-19,
7.109709e+02,3.906202e-29,4.104994e-19,
7.142559e+02,4.079330e-29,4.088725e-19,
7.175561e+02,3.099455e-29,4.072540e-19,
7.208715e+02,2.648741e-29,4.056439e-19,
7.242022e+02,2.291462e-29,4.040421e-19,
7.275484e+02,2.216390e-29,4.024485e-19,
7.309099e+02,2.316367e-29,4.008631e-19,
7.342870e+02,1.930163e-29,3.992858e-19,
7.376798e+02,1.795920e-29,3.977165e-19,
7.410882e+02,1.291323e-29,3.961552e-19,
7.445123e+02,1.009293e-29,3.946019e-19,
7.479523e+02,1.042112e-29,3.930564e-19,
7.514081e+02,3.197584e-29,3.915187e-19,
7.548799e+02,8.677140e-30,3.899888e-19,
7.583678e+02,7.936604e-30,3.884667e-19,
7.618718e+02,6.707533e-30,3.869521e-19,
7.653919e+02,6.207838e-30,3.854452e-19,
7.689284e+02,4.892875e-30,3.839458e-19,
7.724811e+02,4.246856e-30,3.824539e-19,
7.760503e+02,3.572734e-30,3.809694e-19,
7.796360e+02,3.533141e-30,3.794923e-19,
7.832383e+02,2.982878e-30,3.780225e-19,
7.868572e+02,6.086281e-30,3.765601e-19,
7.904928e+02,2.318731e-30,3.751048e-19,
7.941452e+02,2.258624e-30,3.736568e-19,
7.978145e+02,1.803557e-30,3.722158e-19,
8.015007e+02,2.577520e-30,3.707820e-19,
8.052040e+02,1.410292e-30,3.693552e-19,
8.089243e+02,1.309483e-30,3.679353e-19,
8.126619e+02,1.187591e-30,3.665225e-19,
8.164168e+02,9.916654e-31,3.651165e-19,
8.201889e+02,1.012627e-30,3.637173e-19,
8.239786e+02,8.732143e-31,3.623250e-19,
8.277857e+02,7.731605e-31,3.609394e-19,
8.316104e+02,6.802386e-31,3.595605e-19,
8.354528e+02,6.303890e-31,3.581883e-19,
8.393129e+02,4.384869e-31,3.568227e-19,
8.431909e+02,5.297032e-31,3.554637e-19,
8.470868e+02,3.546636e-31,3.541112e-19,
8.510007e+02,4.107744e-31,3.527652e-19,
8.549327e+02,2.982143e-31,3.514257e-19,
8.588829e+02,2.815458e-31,3.500925e-19,
8.628513e+02,2.300525e-31,3.487657e-19,
8.668380e+02,2.115456e-31,3.474453e-19,
8.708431e+02,1.741735e-31,3.461311e-19,
8.748668e+02,1.732123e-31,3.448232e-19,
8.789091e+02,1.482815e-31,3.435215e-19,
8.829700e+02,1.247164e-31,3.422259e-19,
8.870497e+02,1.184399e-31,3.409365e-19,
8.911482e+02,1.040512e-31,3.396532e-19,
8.952657e+02,8.803045e-32,3.383759e-19,
8.994022e+02,1.404132e-31,3.371046e-19,
9.035578e+02,7.426467e-32,3.358393e-19,
9.077327e+02,6.117264e-32,3.345799e-19,
9.119268e+02,4.918124e-32,3.333264e-19,
9.161402e+02,4.884825e-32,3.320788e-19,
9.203732e+02,4.048054e-32,3.308370e-19,
9.246257e+02,3.082055e-32,3.296009e-19,
9.288979e+02,3.053171e-32,3.283707e-19,
9.331898e+02,2.678637e-32,3.271461e-19,
9.375015e+02,2.375334e-32,3.259273e-19,
9.418332e+02,2.186678e-32,3.247140e-19,
9.461848e+02,1.761495e-32,3.235064e-19,
9.505566e+02,4.291215e-32,3.223044e-19,
9.549486e+02,1.280805e-32,3.211079e-19,
9.593608e+02,1.063769e-32,3.199169e-19,
9.637935e+02,8.663615e-33,3.187314e-19,
9.682466e+02,7.612161e-33,3.175514e-19,
9.727203e+02,5.736070e-33,3.163767e-19,
9.772147e+02,5.346279e-33,3.152075e-19,
9.817298e+02,4.983110e-33,3.140436e-19,
9.862658e+02,4.094555e-33,3.128850e-19,
9.908228e+02,3.469014e-33,3.117316e-19,
9.954008e+02,3.249935e-33,3.105836e-19,
1.000000e+03,4.209031e-33,3.094407e-19,
