Schnupp length,Tuned PRC carrier,Tuned SRC carrier,Tuned X carrier,Tuned Y carrier,Tuned PRC f_1,Tuned SRC f_1,Tuned X f_1,Tuned Y f_1,Tuned PRC f_2,Tuned SRC f_2,Tuned X f_2,Tuned Y f_2,Detuned PRC carrier,Detuned SRC carrier,Detuned X carrier,Detuned Y carrier,Detuned PRC f_1,Detuned SRC f_1,Detuned X f_1,Detuned Y f_1,Detuned PRC f_2,Detuned SRC f_2,Detuned X f_2,Detuned Y f_2,
2.474747e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,3.289100e-01,1.921166e-03,6.120619e-03,8.246452e-03,4.099335e-01,8.930676e-03,5.631752e-04,4.641336e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.067470e-01,3.161285e-04,8.857026e-03,8.798380e-03,1.943190e-04,3.341924e-03,5.251586e-06,5.414148e-06,
2.525253e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,3.260561e-01,1.983131e-03,6.048041e-03,8.198633e-03,4.000315e-01,9.080762e-03,5.511793e-04,4.524302e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.067194e-01,3.291503e-04,8.857362e-03,8.797556e-03,1.697894e-04,3.215232e-03,5.033090e-06,5.186436e-06,
2.575758e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,3.231741e-01,2.045125e-03,5.975322e-03,8.149737e-03,3.900612e-01,9.218854e-03,5.390253e-04,4.406819e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.066913e-01,3.424340e-04,8.857692e-03,8.796726e-03,1.481537e-04,3.095363e-03,4.828188e-06,4.972997e-06,
2.626263e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,3.202656e-01,2.107095e-03,5.902495e-03,8.099797e-03,3.800464e-01,9.344784e-03,5.267441e-04,4.289152e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.066625e-01,3.559796e-04,8.858015e-03,8.795890e-03,1.290649e-04,2.981845e-03,4.635770e-06,4.772657e-06,
2.676768e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,3.173321e-01,2.168991e-03,5.829591e-03,8.048845e-03,3.700105e-01,9.458455e-03,5.143665e-04,4.171558e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.066331e-01,3.697869e-04,8.858332e-03,8.795047e-03,1.122210e-04,2.874248e-03,4.454837e-06,4.584364e-06,
2.727273e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,3.143751e-01,2.230760e-03,5.756643e-03,7.996914e-03,3.599764e-01,9.559842e-03,5.019232e-04,4.054291e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.066031e-01,3.838560e-04,8.858642e-03,8.794198e-03,9.735881e-05,2.772174e-03,4.284487e-06,4.407167e-06,
2.777778e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,3.113962e-01,2.292354e-03,5.683682e-03,7.944037e-03,3.499662e-01,9.648990e-03,4.894441e-04,3.937593e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.065725e-01,3.981868e-04,8.858945e-03,8.793342e-03,8.424854e-05,2.675259e-03,4.123906e-06,4.240209e-06,
2.828283e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,3.083969e-01,2.353723e-03,5.610739e-03,7.890246e-03,3.400014e-01,9.726008e-03,4.769583e-04,3.821697e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.065412e-01,4.127791e-04,8.859242e-03,8.792479e-03,7.268907e-05,2.583168e-03,3.972356e-06,4.082713e-06,
2.878788e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,3.053788e-01,2.414819e-03,5.537843e-03,7.835577e-03,3.301023e-01,9.791066e-03,4.644940e-04,3.706825e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.065093e-01,4.276328e-04,8.859532e-03,8.791610e-03,6.250407e-05,2.495590e-03,3.829168e-06,3.933974e-06,
2.929293e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,3.023434e-01,2.475595e-03,5.465025e-03,7.780063e-03,3.202881e-01,9.844390e-03,4.520780e-04,3.593185e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.064767e-01,4.427480e-04,8.859816e-03,8.790734e-03,5.353872e-05,2.412242e-03,3.693735e-06,3.793353e-06,
2.979798e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.992923e-01,2.536006e-03,5.392315e-03,7.723738e-03,3.105769e-01,9.886256e-03,4.397357e-04,3.480969e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.064435e-01,4.581245e-04,8.860092e-03,8.789852e-03,4.565681e-05,2.332859e-03,3.565502e-06,3.660266e-06,
3.030303e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.962270e-01,2.596006e-03,5.319741e-03,7.666637e-03,3.009854e-01,9.916986e-03,4.274913e-04,3.370356e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.064097e-01,4.737622e-04,8.860362e-03,8.788962e-03,3.873832e-05,2.257197e-03,3.443965e-06,3.534183e-06,
3.080808e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.931489e-01,2.655554e-03,5.247332e-03,7.608795e-03,2.915290e-01,9.936942e-03,4.153671e-04,3.261509e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.063752e-01,4.896610e-04,8.860625e-03,8.788066e-03,3.267734e-05,2.185031e-03,3.328663e-06,3.414618e-06,
3.131313e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.900596e-01,2.714605e-03,5.175116e-03,7.550247e-03,2.822217e-01,9.946517e-03,4.033838e-04,3.154574e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.063401e-01,5.058208e-04,8.860881e-03,8.787163e-03,2.738025e-05,2.116152e-03,3.219173e-06,3.301129e-06,
3.181818e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.869605e-01,2.773121e-03,5.103120e-03,7.491027e-03,2.730761e-01,9.946137e-03,3.915604e-04,3.049682e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.063043e-01,5.222416e-04,8.861129e-03,8.786253e-03,2.276419e-05,2.050366e-03,3.115109e-06,3.193307e-06,
3.232323e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.838532e-01,2.831061e-03,5.031371e-03,7.431172e-03,2.641035e-01,9.936247e-03,3.799139e-04,2.946947e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.062679e-01,5.389233e-04,8.861371e-03,8.785336e-03,1.875572e-05,1.987493e-03,3.016116e-06,3.090781e-06,
3.282828e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.807391e-01,2.888387e-03,4.959894e-03,7.370715e-03,2.553135e-01,9.917313e-03,3.684600e-04,2.846469e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.062308e-01,5.558657e-04,8.861606e-03,8.784412e-03,1.528965e-05,1.927365e-03,2.921868e-06,2.993208e-06,
3.333333e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.776196e-01,2.945063e-03,4.888715e-03,7.309691e-03,2.467147e-01,9.889812e-03,3.572122e-04,2.748332e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.061931e-01,5.730688e-04,8.861833e-03,8.783481e-03,1.230806e-05,1.869828e-03,2.832063e-06,2.900271e-06,
3.383838e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.744961e-01,3.001053e-03,4.817858e-03,7.248136e-03,2.383141e-01,9.854228e-03,3.461825e-04,2.652604e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.061547e-01,5.905324e-04,8.862054e-03,8.782543e-03,9.759409e-06,1.814737e-03,2.746425e-06,2.811682e-06,
3.434343e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.713701e-01,3.056324e-03,4.747348e-03,7.186085e-03,2.301177e-01,9.811052e-03,3.353812e-04,2.559340e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.061156e-01,6.082564e-04,8.862267e-03,8.781598e-03,7.597780e-06,1.761955e-03,2.664699e-06,2.727170e-06,
3.484848e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.682429e-01,3.110843e-03,4.677209e-03,7.123571e-03,2.221301e-01,9.760773e-03,3.248170e-04,2.468583e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.060759e-01,6.262408e-04,8.862473e-03,8.780646e-03,5.782232e-06,1.711359e-03,2.586648e-06,2.646489e-06,
3.535354e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.651158e-01,3.164580e-03,4.607461e-03,7.060629e-03,2.143547e-01,9.703878e-03,3.144971e-04,2.380360e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.060356e-01,6.444855e-04,8.862671e-03,8.779686e-03,4.276213e-06,1.662829e-03,2.512054e-06,2.569410e-06,
3.585859e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.619903e-01,3.217505e-03,4.538128e-03,6.997293e-03,2.067942e-01,9.640845e-03,3.044271e-04,2.294690e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.059946e-01,6.629902e-04,8.862862e-03,8.778719e-03,3.047060e-06,1.616256e-03,2.440715e-06,2.495720e-06,
3.636364e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.588675e-01,3.269591e-03,4.469230e-03,6.933597e-03,1.994499e-01,9.572146e-03,2.946116e-04,2.211579e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.059529e-01,6.817550e-04,8.863046e-03,8.777745e-03,2.065555e-06,1.571537e-03,2.372442e-06,2.425222e-06,
3.686869e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.557488e-01,3.320811e-03,4.400787e-03,6.869575e-03,1.923225e-01,9.498238e-03,2.850535e-04,2.131024e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.059105e-01,7.007797e-04,8.863222e-03,8.776763e-03,1.305539e-06,1.528576e-03,2.307061e-06,2.357734e-06,
3.737374e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.526353e-01,3.371141e-03,4.332820e-03,6.805260e-03,1.854116e-01,9.419568e-03,2.757548e-04,2.053014e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.058675e-01,7.200641e-04,8.863390e-03,8.775774e-03,7.435691e-07,1.487284e-03,2.244410e-06,2.293086e-06,
3.787879e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.495284e-01,3.420557e-03,4.265347e-03,6.740683e-03,1.787162e-01,9.336566e-03,2.667164e-04,1.977528e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.058238e-01,7.396082e-04,8.863551e-03,8.774777e-03,3.586234e-07,1.447575e-03,2.184339e-06,2.231121e-06,
3.838384e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.464292e-01,3.469038e-03,4.198385e-03,6.675878e-03,1.722348e-01,9.249645e-03,2.579381e-04,1.904539e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.057794e-01,7.594118e-04,8.863704e-03,8.773773e-03,1.318328e-07,1.409370e-03,2.126706e-06,2.171690e-06,
3.888889e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.433389e-01,3.516563e-03,4.131953e-03,6.610876e-03,1.659649e-01,9.159202e-03,2.494189e-04,1.834012e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.057343e-01,7.794749e-04,8.863850e-03,8.772761e-03,4.624985e-08,1.372596e-03,2.071381e-06,2.114658e-06,
3.939394e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.402585e-01,3.563114e-03,4.066067e-03,6.545709e-03,1.599038e-01,9.065615e-03,2.411571e-04,1.765910e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.056886e-01,7.997972e-04,8.863987e-03,8.771742e-03,8.664224e-08,1.337182e-03,2.018241e-06,2.059896e-06,
3.989899e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.371893e-01,3.608673e-03,4.000741e-03,6.480407e-03,1.540481e-01,8.969245e-03,2.331499e-04,1.700187e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.056422e-01,8.203788e-04,8.864117e-03,8.770715e-03,2.393109e-07,1.303062e-03,1.967172e-06,2.007284e-06,
4.040404e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.341321e-01,3.653225e-03,3.935992e-03,6.415001e-03,1.483942e-01,8.870431e-03,2.253944e-04,1.636796e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.055951e-01,8.412193e-04,8.864239e-03,8.769680e-03,4.919282e-07,1.270175e-03,1.918068e-06,1.956712e-06,
4.090909e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.310882e-01,3.696756e-03,3.871833e-03,6.349520e-03,1.429380e-01,8.769497e-03,2.178868e-04,1.575685e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.055473e-01,8.623187e-04,8.864353e-03,8.768637e-03,8.333950e-07,1.238463e-03,1.870828e-06,1.908074e-06,
4.141414e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.280583e-01,3.739252e-03,3.808278e-03,6.283994e-03,1.376753e-01,8.666745e-03,2.106229e-04,1.516800e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.054988e-01,8.836769e-04,8.864459e-03,8.767586e-03,1.253713e-06,1.207870e-03,1.825358e-06,1.861272e-06,
4.191919e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.250437e-01,3.780703e-03,3.745339e-03,6.218450e-03,1.326013e-01,8.562460e-03,2.035982e-04,1.460083e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.054496e-01,9.052937e-04,8.864556e-03,8.766527e-03,1.743873e-06,1.178346e-03,1.781571e-06,1.816216e-06,
4.242424e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.220450e-01,3.821098e-03,3.683027e-03,6.152917e-03,1.277114e-01,8.456909e-03,1.968076e-04,1.405477e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.053997e-01,9.271690e-04,8.864646e-03,8.765460e-03,2.295751e-06,1.149840e-03,1.739384e-06,1.772819e-06,
4.292929e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.190633e-01,3.860428e-03,3.621355e-03,6.087422e-03,1.230007e-01,8.350341e-03,1.902460e-04,1.352920e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.053491e-01,9.493027e-04,8.864727e-03,8.764385e-03,2.902022e-06,1.122308e-03,1.698719e-06,1.731000e-06,
4.343434e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.160994e-01,3.898686e-03,3.560332e-03,6.021991e-03,1.184642e-01,8.242986e-03,1.839080e-04,1.302353e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.052978e-01,9.716945e-04,8.864800e-03,8.763302e-03,3.556078e-06,1.095706e-03,1.659505e-06,1.690683e-06,
4.393939e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.131541e-01,3.935865e-03,3.499967e-03,5.956651e-03,1.140967e-01,8.135060e-03,1.777878e-04,1.253715e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.052458e-01,9.943444e-04,8.864864e-03,8.762211e-03,4.251957e-06,1.069993e-03,1.621672e-06,1.651796e-06,
4.444444e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.102282e-01,3.971962e-03,3.440270e-03,5.891426e-03,1.098932e-01,8.026761e-03,1.718798e-04,1.206943e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.051931e-01,1.017252e-03,8.864920e-03,8.761111e-03,4.984278e-06,1.045129e-03,1.585156e-06,1.614274e-06,
4.494949e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.073225e-01,4.006972e-03,3.381249e-03,5.826340e-03,1.058485e-01,7.918273e-03,1.661780e-04,1.161977e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.051397e-01,1.040418e-03,8.864968e-03,8.760003e-03,5.748186e-06,1.021078e-03,1.549896e-06,1.578051e-06,
4.545455e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.044376e-01,4.040894e-03,3.322910e-03,5.761418e-03,1.019574e-01,7.809766e-03,1.606766e-04,1.118756e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.050856e-01,1.063841e-03,8.865007e-03,8.758887e-03,6.539297e-06,9.978061e-04,1.515835e-06,1.543070e-06,
4.595960e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,2.015743e-01,4.073725e-03,3.265261e-03,5.696683e-03,9.821491e-02,7.701394e-03,1.553696e-04,1.077219e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.050308e-01,1.087521e-03,8.865037e-03,8.757762e-03,7.353656e-06,9.752789e-04,1.482919e-06,1.509272e-06,
4.646465e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,1.987333e-01,4.105465e-03,3.208308e-03,5.632156e-03,9.461590e-02,7.593299e-03,1.502511e-04,1.037307e-04,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.049752e-01,1.111459e-03,8.865059e-03,8.756629e-03,8.187694e-06,9.534657e-04,1.451097e-06,1.476607e-06,
4.696970e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,1.959150e-01,4.136116e-03,3.152056e-03,5.567859e-03,9.115540e-02,7.485611e-03,1.453150e-04,9.989609e-05,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.049189e-01,1.135654e-03,8.865071e-03,8.755487e-03,9.038189e-06,9.323368e-04,1.420321e-06,1.445022e-06,
4.747475e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,1.931202e-01,4.165680e-03,3.096509e-03,5.503814e-03,8.782850e-02,7.378448e-03,1.405556e-04,9.621238e-05,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.048619e-01,1.160106e-03,8.865075e-03,8.754336e-03,9.902237e-06,9.118641e-04,1.390545e-06,1.414472e-06,
4.797980e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,1.903494e-01,4.194159e-03,3.041672e-03,5.440039e-03,8.463037e-02,7.271916e-03,1.359670e-04,9.267393e-05,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.048042e-01,1.184814e-03,8.865070e-03,8.753177e-03,1.077722e-05,8.920208e-04,1.361727e-06,1.384910e-06,
4.848485e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,1.876030e-01,4.221558e-03,2.987547e-03,5.376555e-03,8.155631e-02,7.166112e-03,1.315435e-04,8.927525e-05,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.047457e-01,1.209779e-03,8.865056e-03,8.752009e-03,1.166077e-05,8.727816e-04,1.333824e-06,1.356295e-06,
4.898990e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,1.848816e-01,4.247882e-03,2.934138e-03,5.313379e-03,7.860168e-02,7.061123e-03,1.272795e-04,8.601100e-05,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.046865e-01,1.235001e-03,8.865033e-03,8.750832e-03,1.255077e-05,8.541224e-04,1.306800e-06,1.328587e-06,
4.949495e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,1.821856e-01,4.273135e-03,2.881448e-03,5.250530e-03,7.576201e-02,6.957027e-03,1.231694e-04,8.287597e-05,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.046265e-01,1.260479e-03,8.865001e-03,8.749646e-03,1.344530e-05,8.360202e-04,1.280617e-06,1.301747e-06,
5.000000e-01,6.213515e+01,1.201314e-24,1.810952e+04,1.810590e+04,1.795155e-01,4.297326e-03,2.829476e-03,5.188025e-03,7.303292e-02,6.853893e-03,1.192079e-04,7.986510e-05,6.213515e+01,6.010188e-27,1.810952e+04,1.810590e+04,4.045659e-01,1.286213e-03,8.864959e-03,8.748450e-03,1.434263e-05,8.184531e-04,1.255240e-06,1.275740e-06,
